state,last_update,lat,long,confirmed,deaths,recovered,active,fips,incident_rate,people_tested,people_hospitalized,mortality_rate,testing_rate,hospitalization_rate,date,month_abbr,day,state_abbr
South Carolina,2020-04-14T23:33:31Z,33.8569,-80.945,3553,97,NA,3456,45,70.49638143,33872,675,2.73008725,672.0668257,18.99802983,2020-04-14,Apr,14,SC
South Dakota,2020-04-14T23:33:31Z,44.2998,-99.4388,988,6,261,982,46,134.2588315,9296,45,0.607287449,1263.228843,4.55465587,2020-04-14,Apr,14,SD
Tennessee,2020-04-14T23:33:31Z,35.7478,-86.6923,5827,124,1969,5703,47,88.75952809,78831,633,2.128024713,1200.789833,10.86322293,2020-04-14,Apr,14,TN
Texas,2020-04-14T23:33:31Z,31.0545,-97.5635,15006,342,2580,14664,48,65.28730307,146467,1409,2.279088365,637.2407983,9.389577502,2020-04-14,Apr,14,TX
Utah,2020-04-14T23:33:31Z,40.15,-111.8624,2417,18,218,2399,49,84.3370383,46476,213,0.744724866,1621.699707,8.812577576,2020-04-14,Apr,14,UT
Vermont,2020-04-14T23:33:31Z,44.0459,-72.7107,752,29,15,723,50,123.1593653,10585,64,3.856382979,1733.566332,8.510638298,2020-04-14,Apr,14,VT
Virginia,2020-04-14T23:33:31Z,37.7693,-78.17,6182,154,721,6028,51,78.18161354,42763,1282,2.491103203,540.8088547,20.73762536,2020-04-14,Apr,14,VA
Washington,2020-04-14T23:33:31Z,47.4009,-121.4905,10799,530,NA,10269,53,143.0444235,93929,387,4.907861839,1244.191097,3.583665154,2020-04-14,Apr,14,WA
West Virginia,2020-04-14T23:33:31Z,38.4912,-80.9545,640,9,147,631,54,48.37497865,17038,164,1.40625,1287.832635,25.625,2020-04-14,Apr,14,WV
Wisconsin,2020-04-14T23:33:31Z,44.2685,-89.6165,3555,170,NA,3385,55,68.70134742,41552,1049,4.781997187,803.0037659,29.50773558,2020-04-14,Apr,14,WI
Wyoming,2020-04-14T23:33:31Z,42.756,-107.3025,282,1,140,281,56,56.71305607,5964,43,0.354609929,1199.420803,15.24822695,2020-04-14,Apr,14,WY
Alabama,2020-04-15T22:56:51Z,32.3182,-86.9023,4075,118,NA,3957,1,86.90743260088674,34077,525,2.895705521472393,726.7594063166669,12.883435582822086,2020-04-15,Apr,15,AL
Alaska,2020-04-15T22:56:51Z,61.3707,-152.4044,293,9,106,284,2,49.01722963986556,8664,34,3.0716723549488054,1449.4378075078337,11.604095563139932,2020-04-15,Apr,15,AK
Arizona,2020-04-15T22:56:51Z,33.7298,-111.4312,3964,142,385,3822,4,54.460147303432734,45310,590,3.5822401614530777,622.4998169320226,14.883955600403633,2020-04-15,Apr,15,AZ
Arkansas,2020-04-15T22:56:51Z,34.9697,-92.3731,1569,33,489,1536,5,60.60191724535897,21834,130,2.1032504780114722,843.3284009784371,8.2855321861057991,2020-04-15,Apr,15,AR
California,2020-04-15T22:56:51Z,36.1162,-119.6816,26686,860,NA,25826,6,68.06156401321954,216486,5163,3.2264108521322044,552.13878988855,19.34722326313423,2020-04-15,Apr,15,CA
Colorado,2020-04-15T22:56:51Z,39.0598,-105.3111,7956,328,NA,7628,8,140.39637447009457,39580,1556,4.122674710910005,698.4525517252819,19.557566616390147,2020-04-15,Apr,15,CO
Connecticut,2020-04-15T22:56:51Z,41.5978,-72.7554,14755,868,NA,13887,9,413.8516758959377,50143,1908,5.882751609623856,1406.4225404574722,12.931209759403592,2020-04-15,Apr,15,CT
Delaware,2020-04-15T22:56:51Z,39.3185,-75.5071,2014,46,354,1968,10,206.82629466688027,13102,208,2.284011916583913,1345.5005524952658,10.327706057596822,2020-04-15,Apr,15,DE
District of Columbia,2020-04-15T22:56:51Z,38.8974,-77.0268,2197,72,530,2125,11,311.3004765150216,11525,313,3.277196176604461,1633.0168374308714,14.246700045516613,2020-04-15,Apr,15,DC
Florida,2020-04-15T22:56:51Z,27.7663,-81.6868,22511,596,NA,21915,12,106.02090011937301,213509,3344,2.647594509350984,1005.5713368391991,14.854959797432366,2020-04-15,Apr,15,FL
Georgia,2020-04-15T22:56:51Z,33.0406,-83.6431,14987,552,NA,14435,13,147.8096371252204,64090,2922,3.683192099819844,632.0891201278025,19.49689731100287,2020-04-15,Apr,15,GA
Hawaii,2020-04-15T22:56:51Z,21.0943,-157.4983,524,9,333,515,15,37.011243224611626,19803,45,1.717557251908397,1398.7283388873743,8.587786259541986,2020-04-15,Apr,15,HI
Idaho,2020-04-15T22:56:51Z,44.2405,-114.4788,1473,39,NA,1434,16,91.4624491694179,15398,141,2.6476578411405294,956.1023708830255,9.572301425661914,2020-04-15,Apr,15,ID
Illinois,2020-04-15T22:56:51Z,40.3495,-88.9861,24593,949,NA,23644,17,209.5580024392337,116929,4283,3.8588216159069653,996.3569986263227,17.415524742812995,2020-04-15,Apr,15,IL
Indiana,2020-04-15T22:56:51Z,39.8494,-86.2583,8960,436,NA,8524,18,136.9194409408077,48396,NA,4.866071428571429,739.5483553316217,NA,2020-04-15,Apr,15,IN
Iowa,2020-04-15T22:56:51Z,42.0115,-93.2105,1995,53,908,1942,19,76.12432189255367,19869,171,2.656641604010025,758.1524569840345,8.571428571428571,2020-04-15,Apr,15,IA
Kansas,2020-04-15T22:56:51Z,38.5266,-96.7265,1504,71,NA,1433,20,61.67756412990345,14668,342,4.720744680851064,601.5202863413722,22.73936170212766,2020-04-15,Apr,15,KS
Kentucky,2020-04-15T22:56:51Z,37.6681,-84.6701,2210,115,653,2095,21,64.55753405409921,27697,687,5.203619909502263,809.0724075549258,31.085972850678733,2020-04-15,Apr,15,KY
Louisiana,2020-04-15T22:56:51Z,31.1695,-91.8678,21951,1103,NA,20848,22,477.4794410416974,121928,1943,5.024828026058039,2652.1850160508443,8.851532959774042,2020-04-15,Apr,15,LA
Maine,2020-04-15T22:56:51Z,44.6939,-69.3819,770,24,305,746,23,65.58739904225362,14846,126,3.116883116883117,1264.5591249107756,16.363636363636363,2020-04-15,Apr,15,ME
Maryland,2020-04-15T22:56:51Z,39.0639,-76.8021,10032,311,607,9721,24,168.79411979974208,55763,2231,3.100079744816587,938.2442685798461,22.23883572567783,2020-04-15,Apr,15,MD
Massachusetts,2020-04-15T22:56:51Z,42.2302,-71.5301,29918,1108,NA,28810,25,435.88277699200967,132023,3454,3.7034561133765624,1923.4758963438762,11.544889364262318,2020-04-15,Apr,15,MA
Michigan,2020-04-15T22:56:51Z,43.3266,-84.5361,28059,1921,452,26138,26,352.1788359083092,89697,3918,6.846288178481058,1125.8200593202757,13.963434192237784,2020-04-15,Apr,15,MI
Minnesota,2020-04-15T22:56:51Z,45.6945,-93.9002,1809,87,940,1722,27,36.571712296060646,40242,445,4.8092868988391375,813.5538121714055,24.599226091763406,2020-04-15,Apr,15,MN
Mississippi,2020-04-15T22:56:51Z,32.7416,-89.6787,3360,122,NA,3238,28,116.0539180977105,38151,645,3.630952380952381,1317.7300682576645,19.196428571428573,2020-04-15,Apr,15,MS
Missouri,2020-04-15T22:56:51Z,38.4561,-92.2884,4791,153,NA,4638,29,81.76526967691198,49012,1024,3.1934877896055105,836.4599034449615,21.3734084742225,2020-04-15,Apr,15,MO
Montana,2020-04-15T22:56:51Z,46.9219,-110.4544,404,7,209,397,30,46.65197052611644,9583,51,1.7326732673267327,1106.5985979004304,12.623762376237623,2020-04-15,Apr,15,MT
Nebraska,2020-04-15T22:56:51Z,41.1254,-98.2681,901,20,NA,881,31,59.07143119391164,11729,NA,2.2197558268590454,768.9775987496,NA,2020-04-15,Apr,15,NE
Nevada,2020-04-15T22:56:51Z,38.3135,-117.0554,3211,131,NA,3080,32,106.4409186603759,27655,NA,4.07972594207412,916.7311135324495,NA,2020-04-15,Apr,15,NV
New Hampshire,2020-04-15T22:56:51Z,43.4525,-71.5639,1139,32,365,1107,33,85.75851486430729,12166,178,2.809482001755926,916.0123721151558,15.62774363476734,2020-04-15,Apr,15,NH
New Jersey,2020-04-15T22:56:51Z,40.2989,-74.521,71030,3156,NA,67874,34,799.6901665017299,144021,8270,4.443193017035056,1621.458221452142,11.642967760101365,2020-04-15,Apr,15,NJ
New Mexico,2020-04-15T22:56:51Z,34.8405,-106.2485,1484,36,340,1448,35,88.99374105340044,32850,181,2.4258760107816713,1969.976006471836,12.196765498652292,2020-04-15,Apr,15,NM
New York,2020-04-15T22:56:51Z,42.1657,-74.9481,214454,11617,23887,202837,36,1271.891833384981,526012,46201,5.417012506178481,3119.6917150647723,21.543547800460704,2020-04-15,Apr,15,NY
North Carolina,2020-04-15T22:56:51Z,35.6301,-79.8064,5340,130,NA,5210,37,53.842178894168356,67827,431,2.4344569288389515,683.8864172012654,8.071161048689138,2020-04-15,Apr,15,NC
North Dakota,2020-04-15T22:56:51Z,47.5289,-99.78399999999999,365,9,142,356,38,60.18950624816546,11317,44,2.4657534246575343,1866.2044992068177,12.054794520547945,2020-04-15,Apr,15,ND
Ohio,2020-04-15T22:56:51Z,40.3888,-82.7649,7794,362,NA,7432,39,69.75208209159592,71552,2237,4.644598409032589,640.3516779340354,28.70156530664614,2020-04-15,Apr,15,OH
Oklahoma,2020-04-15T22:56:51Z,35.5653,-96.9289,2263,123,1115,2140,40,61.870597222138684,29219,510,5.435262925320371,798.8497482252188,22.536456031816172,2020-04-15,Apr,15,OK
Oregon,2020-04-15T22:56:51Z,44.571999999999996,-122.0709,1663,58,NA,1605,41,41.50160441259632,33351,401,3.4876728803367407,832.3030720171377,24.11304870715574,2020-04-15,Apr,15,OR
Pennsylvania,2020-04-15T22:56:51Z,40.5908,-77.2098,26753,779,NA,25974,42,212.53629693019985,137584,2395,2.9118229731245093,1093.0211145234036,8.952267035472657,2020-04-15,Apr,15,PA
Rhode Island,2020-04-15T22:56:51Z,41.6809,-71.5118,3251,80,168,3171,44,306.8831116116225,25897,331,2.460781298062135,2444.586878316268,10.181482620732082,2020-04-15,Apr,15,RI
South Carolina,2020-04-15T22:56:51Z,33.8569,-80.945,3656,106,NA,3550,45,72.54004236132124,34733,675,2.8993435448577682,689.1502438008125,18.462800875273523,2020-04-15,Apr,15,SC
South Dakota,2020-04-15T22:56:51Z,44.2998,-99.4388,1168,6,329,1162,46,158.7189424535122,9859,51,0.5136986301369864,1339.7346349736104,4.366438356164384,2020-04-15,Apr,15,SD
Tennessee,2020-04-15T22:56:51Z,35.7478,-86.6923,5827,124,2196,5703,47,88.75952809238302,80896,663,2.128024712545049,1232.2448574843688,11.378067616269092,2020-04-15,Apr,15,TN
Texas,2020-04-15T22:56:51Z,31.0545,-97.5635,15907,375,3150,15532,48,69.20732573487047,151810,1538,2.3574526937826112,660.4868372295647,9.668699314767084,2020-04-15,Apr,15,TX
Utah,2020-04-15T22:56:51Z,40.15,-111.8624,2548,20,218,2528,49,88.90805692627958,47614,221,0.7849293563579278,1661.408250583939,8.673469387755102,2020-04-15,Apr,15,UT
Vermont,2020-04-15T22:56:51Z,44.0459,-72.7107,759,29,15,730,50,124.30579553252504,11081,63,3.820816864295125,1814.7991044741898,8.300395256916996,2020-04-15,Apr,15,VT
Virginia,2020-04-15T22:56:51Z,37.7693,-78.17,6500,195,752,6305,51,82.20324943121675,44169,1298,3,558.5900498657558,19.96923076923077,2020-04-15,Apr,15,VA
Washington,2020-04-15T22:56:51Z,47.4009,-121.4905,10942,552,NA,10390,53,144.9386130267519,122854,645,5.044781575580332,1627.333975944853,5.894717601900932,2020-04-15,Apr,15,WA
West Virginia,2020-04-15T22:56:51Z,38.4912,-80.9545,702,10,211,692,54,53.06130470340847,17656,164,1.4245014245014245,1334.5447234236183,23.36182336182336,2020-04-15,Apr,15,WV
Wisconsin,2020-04-15T22:56:51Z,44.2685,-89.6165,3721,183,NA,3538,55,71.90934282281565,43047,1091,4.918032786885246,831.8950498505094,29.320075248589088,2020-04-15,Apr,15,WI
Wyoming,2020-04-15T22:56:51Z,42.756,-107.3025,287,1,129,286,56,57.718606709033864,6329,43,0.34843205574912894,1272.8259995173357,14.982578397212544,2020-04-15,Apr,15,WY
Alabama,2020-04-16T23:30:51Z,32.3182,-86.9023,4345,133,NA,4212,1,92.6657164787369,36391,553,3.0609896432681243,776.1100318475752,12.727272727272727,2020-04-16,Apr,16,AL
Alaska,2020-04-16T23:30:51Z,61.3707,-152.4044,300,9,110,291,2,50.18828973365075,8735,35,3,1461.3157027447976,11.666666666666666,2020-04-16,Apr,16,AK
Arizona,2020-04-16T23:30:51Z,33.7298,-111.4312,4237,150,460,4087,4,58.210808305914355,47398,578,3.540240736370073,651.186191192761,13.641727637479349,2020-04-16,Apr,16,AZ
Arkansas,2020-04-16T23:30:51Z,34.9697,-92.3731,1620,37,548,1583,5,62.57176923994999,22675,85,2.2839506172839505,875.8116466147321,5.246913580246914,2020-04-16,Apr,16,AR
California,2020-04-16T23:30:51Z,36.1162,-119.6816,27677,956,NA,26721,6,70.58906944442319,246400,5031,3.457744697763486,628.4332373850444,18.177548144668858,2020-04-16,Apr,16,CA
Colorado,2020-04-16T23:30:51Z,39.0598,-105.3111,8286,355,NA,7931,8,146.21975350165957,40533,1636,4.284335022930244,715.2697645043166,19.744146753560223,2020-04-16,Apr,16,CO
Connecticut,2020-04-16T23:30:51Z,41.5978,-72.7554,15884,971,NA,14913,9,445.51813079844624,53122,1926,6.113069755729035,1489.9782261568284,12.125409216821959,2020-04-16,Apr,16,CT
Delaware,2020-04-16T23:30:51Z,39.3185,-75.5071,2070,55,378,2015,10,212.57717475692263,13350,209,2.657004830917874,1370.9687357511677,10.096618357487923,2020-04-16,Apr,16,DE
District of Columbia,2020-04-16T23:30:51Z,38.8974,-77.0268,2350,81,552,2269,11,332.97957205748787,12150,313,3.4468085106382977,1721.5752342546714,13.319148936170214,2020-04-16,Apr,16,DC
Florida,2020-04-16T23:30:51Z,27.7663,-81.6868,23343,668,NA,22675,12,109.93940169190725,219248,3460,2.861671593197104,1032.6005201622447,14.822430707278412,2020-04-16,Apr,16,FL
Georgia,2020-04-16T23:30:51Z,33.0406,-83.6431,15669,587,NA,15082,13,154.53587803530252,67939,3108,3.746250558427468,670.0499724194535,19.835343672219032,2020-04-16,Apr,16,GA
Hawaii,2020-04-16T23:30:51Z,21.0943,-157.4983,530,9,359,521,15,37.435036085962146,20700,45,1.6981132075471699,1462.0853716592762,8.49056603773585,2020-04-16,Apr,16,HI
Idaho,2020-04-16T23:30:51Z,44.2405,-114.4788,1587,41,NA,1546,16,98.54100939026897,15831,143,2.58349086326402,982.9884811955563,9.010712035286705,2020-04-16,Apr,16,ID
Illinois,2020-04-16T23:30:51Z,40.3495,-88.9861,25734,1072,NA,24662,17,219.28051212829828,122589,4423,4.165695189243802,1044.5861001513933,17.187378565322142,2020-04-16,Apr,16,IL
Indiana,2020-04-16T23:30:51Z,39.8494,-86.2583,9542,477,NA,9065,18,145.8130921269182,51115,NA,4.998952001676797,781.097904429619,NA,2020-04-16,Apr,16,IN
Iowa,2020-04-16T23:30:51Z,42.0115,-93.2105,2141,60,987,2081,19,81.69532489822426,20675,175,2.802428771602055,788.9074461797228,8.173750583839327,2020-04-16,Apr,16,IA
Kansas,2020-04-16T23:30:51Z,38.5266,-96.7265,1615,80,NA,1535,20,66.2295652059801,16122,359,4.953560371517028,661.147399536106,22.229102167182663,2020-04-16,Apr,16,KS
Kentucky,2020-04-16T23:30:51Z,37.6681,-84.6701,2435,129,862,2306,21,71.13013367499167,28324,807,5.297741273100616,827.3880518318127,33.14168377823409,2020-04-16,Apr,16,KY
Louisiana,2020-04-16T23:30:51Z,31.1695,-91.8678,22532,1156,NA,21376,22,490.1173871601078,126586,1914,5.130481093555832,2753.506105585363,8.494585478430677,2020-04-16,Apr,16,LA
Maine,2020-04-16T23:30:51Z,44.6939,-69.3819,796,27,333,769,23,67.8020384904336,14872,130,3.391959798994975,1266.7737643589555,16.331658291457288,2020-04-16,Apr,16,ME
Maryland,2020-04-16T23:30:51Z,39.0639,-76.8021,10784,319,736,10465,24,181.44694855666052,58843,2451,2.958086053412463,990.0670246587143,22.72811572700297,2020-04-16,Apr,16,MD
Massachusetts,2020-04-16T23:30:51Z,42.2302,-71.5301,32181,1108,NA,31073,25,468.85298637542155,140773,3454,3.4430253876510983,2050.9568208267992,10.733041235511637,2020-04-16,Apr,16,MA
Michigan,2020-04-16T23:30:51Z,43.3266,-84.5361,28809,1996,617,26813,26,361.59236194028585,94286,3809,6.928390433545073,1183.4182872679298,13.221562706098789,2020-04-16,Apr,16,MI
Minnesota,2020-04-16T23:30:51Z,45.6945,-93.9002,1809,87,1020,1722,27,36.571712296060646,41675,475,4.8092868988391375,842.5241072074779,26.257600884466555,2020-04-16,Apr,16,MN
Mississippi,2020-04-16T23:30:51Z,32.7416,-89.6787,3624,129,NA,3495,28,125.17244023395918,38415,682,3.5596026490066226,1326.8485903939134,18.81898454746137,2020-04-16,Apr,16,MS
Missouri,2020-04-16T23:30:51Z,38.4561,-92.2884,5174,169,NA,5005,29,88.30171265045766,50648,1043,3.2663316582914574,864.3805841361383,20.158484731349052,2020-04-16,Apr,16,MO
Montana,2020-04-16T23:30:51Z,46.9219,-110.4544,415,7,218,408,30,47.922197446381986,9936,52,1.6867469879518073,1147.3613345234974,12.53012048192771,2020-04-16,Apr,16,MT
Nebraska,2020-04-16T23:30:51Z,41.1254,-98.2681,952,21,NA,931,31,62.41509711054815,12294,NA,2.2058823529411766,806.0201721397889,NA,2020-04-16,Apr,16,NE
Nevada,2020-04-16T23:30:51Z,38.3135,-117.0554,3214,137,NA,3077,32,106.54036517422864,28451,NA,4.262601120099564,943.1175885413749,NA,2020-04-16,Apr,16,NV
New Hampshire,2020-04-16T23:30:51Z,43.4525,-71.5639,1139,32,365,1107,33,85.75851486430729,12166,178,2.809482001755926,916.0123721151558,15.62774363476734,2020-04-16,Apr,16,NH
New Jersey,2020-04-16T23:30:51Z,40.2989,-74.521,75317,3518,NA,71799,34,847.9552903056566,151830,8224,4.670924226934158,1709.3757282832275,10.919181592469164,2020-04-16,Apr,16,NJ
New Mexico,2020-04-16T23:30:51Z,34.8405,-106.2485,1484,36,353,1448,35,88.99374105340044,33394,215,2.4258760107816713,2002.5990490143224,14.487870619946092,2020-04-16,Apr,16,NM
New York,2020-04-16T23:30:51Z,42.1657,-74.9481,223691,14832,23887,208859,36,1326.6749797239493,550579,50450,6.630575213128825,3265.3946008620474,22.553433084031095,2020-04-16,Apr,16,NY
North Carolina,2020-04-16T23:30:51Z,35.6301,-79.8064,5639,150,NA,5489,37,56.85693760004033,70917,452,2.660046107465863,715.0422847636212,8.015605603830467,2020-04-16,Apr,16,NC
North Dakota,2020-04-16T23:30:51Z,47.5289,-99.78399999999999,393,9,163,384,38,64.80678343980554,11704,45,2.2900763358778624,1930.0218661055576,11.450381679389313,2020-04-16,Apr,16,ND
Ohio,2020-04-16T23:30:51Z,40.3888,-82.7649,8414,407,NA,8007,39,75.30074656385528,74840,2331,4.837176135013073,669.7774985546624,27.703826955074874,2020-04-16,Apr,16,OH
Oklahoma,2020-04-16T23:30:51Z,35.5653,-96.9289,2357,131,1240,2226,40,64.4405645835532,30899,528,5.557912600763682,844.781079790925,22.40135765803988,2020-04-16,Apr,16,OK
Oregon,2020-04-16T23:30:51Z,44.571999999999996,-122.0709,1736,64,NA,1672,41,43.32338259787566,34938,414,3.686635944700461,871.9080306477994,23.847926267281107,2020-04-16,Apr,16,OR
Pennsylvania,2020-04-16T23:30:51Z,40.5908,-77.2098,28258,841,NA,27417,42,224.49260563875407,141470,2512,2.976148347370656,1123.8930186040957,8.889518012598202,2020-04-16,Apr,16,PA
Rhode Island,2020-04-16T23:30:51Z,41.6809,-71.5118,3529,87,182,3442,44,333.12534631726106,28064,331,2.465287616888637,2649.144153881444,9.379427599886654,2020-04-16,Apr,16,RI
South Carolina,2020-04-16T23:30:51Z,33.8569,-80.945,3931,111,NA,3820,45,77.99641863302894,34733,675,2.8237089799033326,689.1502438008125,17.171203256168912,2020-04-16,Apr,16,SC
South Dakota,2020-04-16T23:30:51Z,44.2998,-99.4388,1311,7,373,1304,46,178.15114174362543,10550,55,0.5339435545385202,1433.63428329157,4.195270785659802,2020-04-16,Apr,16,SD
Tennessee,2020-04-16T23:30:51Z,35.7478,-86.6923,6375,136,2786,6239,47,97.10691463685289,85049,691,2.1333333333333333,1295.505252227404,10.83921568627451,2020-04-16,Apr,16,TN
Texas,2020-04-16T23:30:51Z,31.0545,-97.5635,16876,414,3677,16462,48,73.42319916399535,158547,1459,2.4531879592320456,689.7978168910862,8.645413605119696,2020-04-16,Apr,16,TX
Utah,2020-04-16T23:30:51Z,40.15,-111.8624,2683,20,357,2663,49,93.61864863940664,49678,238,0.7454342154304883,1733.4279638868593,8.87066716362281,2020-04-16,Apr,16,UT
Vermont,2020-04-16T23:30:51Z,44.0459,-72.7107,774,33,15,741,50,126.7624318078714,11507,58,4.263565891472868,1884.567574694026,7.493540051679586,2020-04-16,Apr,16,VT
Virginia,2020-04-16T23:30:51Z,37.7693,-78.17,6889,208,951,6681,51,87.1227977433311,46444,1337,3.0193061402235446,587.3611871666816,19.407751487879228,2020-04-16,Apr,16,VA
Washington,2020-04-16T23:30:51Z,47.4009,-121.4905,11057,579,NA,10478,53,146.46191228630926,124283,595,5.236501763588677,1646.2626250049177,5.381206475535859,2020-04-16,Apr,16,WA
West Virginia,2020-04-16T23:30:51Z,38.4912,-80.9545,728,12,223,716,54,55.02653821094212,18306,85,1.6483516483516483,1383.6755611119593,11.675824175824175,2020-04-16,Apr,16,WV
Wisconsin,2020-04-16T23:30:51Z,44.2685,-89.6165,3875,197,NA,3678,55,74.8854349471676,44849,1121,5.083870967741936,866.7191927601341,28.929032258064517,2020-04-16,Apr,16,WI
Wyoming,2020-04-16T23:30:51Z,42.756,-107.3025,296,2,148,294,56,59.52859786018824,6427,43,0.6756756756756757,1292.5347920521278,14.527027027027026,2020-04-16,Apr,16,WY
Alabama,2020-04-17T23:30:52Z,32.3182,-86.9023,4571,148,NA,4423,1,97.48561335427074,37848,594,3.237803544082258,807.1834378106407,12.994968278276088,2020-04-17,Apr,17,AL
Alaska,2020-04-17T23:30:52Z,61.3707,-152.4044,309,9,128,300,2,51.69393842566027,9450,36,2.912621359223301,1580.9311266099985,11.650485436893204,2020-04-17,Apr,17,AK
Arizona,2020-04-17T23:30:52Z,33.7298,-111.4312,4511,169,539,4342,4,61.975207993386746,49230,566,3.7463976945244957,676.3554620958611,12.547107071602749,2020-04-17,Apr,17,AZ
Arkansas,2020-04-17T23:30:52Z,34.9697,-92.3731,1695,37,593,1658,5,65.46861040846619,23494,83,2.1828908554572273,907.445152174929,4.896755162241888,2020-04-17,Apr,17,AR
California,2020-04-17T23:30:52Z,36.1162,-119.6816,29157,1037,NA,28120,6,74.36374960404115,258800,4892,3.556607332715986,660.0589360196814,16.778132180951403,2020-04-17,Apr,17,CA
Colorado,2020-04-17T23:30:52Z,39.0598,-105.3111,8691,372,NA,8319,8,153.3666277676712,41830,1693,4.280289955125992,738.1574087586797,19.479921758140605,2020-04-17,Apr,17,CO
Connecticut,2020-04-17T23:30:52Z,41.5978,-72.7554,16809,1036,NA,15773,9,471.46274619687,55462,1946,6.163364864060919,1555.6110910566247,11.577131298709025,2020-04-17,Apr,17,CT
Delaware,2020-04-17T23:30:52Z,39.3185,-75.5071,2317,61,378,2256,10,237.94266372550229,13350,209,2.6327147173068624,1370.9687357511677,9.0202848511005609,2020-04-17,Apr,17,DE
District of Columbia,2020-04-17T23:30:52Z,38.8974,-77.0268,2476,86,573,2390,11,350.83294485716596,12643,313,3.4733441033925687,1791.4300976692846,12.64135702746365,2020-04-17,Apr,17,DC
Florida,2020-04-17T23:30:52Z,27.7663,-81.6868,24759,725,NA,24034,12,116.60838994516264,234837,3665,2.9282281190678137,1106.020617535125,14.80269800880488,2020-04-17,Apr,17,FL
Georgia,2020-04-17T23:30:52Z,33.0406,-83.6431,17194,650,NA,16544,13,169.57622611136583,71684,3324,3.780388507618937,706.9851222849336,19.332325229731303,2020-04-17,Apr,17,GA
Hawaii,2020-04-17T23:30:52Z,21.0943,-157.4983,541,9,374,532,15,38.21198966510475,21857,45,1.6635859519408502,1543.8067617563672,8.317929759704251,2020-04-17,Apr,17,HI
Idaho,2020-04-17T23:30:52Z,44.2405,-114.4788,1609,41,390,1568,16,99.90704732762619,16183,148,2.54816656308266,1004.845088193272,9.198259788688626,2020-04-17,Apr,17,ID
Illinois,2020-04-17T23:30:52Z,40.3495,-88.9861,27578,1132,NA,26446,17,234.99331481597147,130163,4454,4.104721154543476,1109.1244773511964,16.15055479005004,2020-04-17,Apr,17,IL
Indiana,2020-04-17T23:30:52Z,39.8494,-86.2583,10154,522,NA,9632,18,155.16517894117874,54785,NA,5.1408311995272795,837.1798629399722,NA,2020-04-17,Apr,17,IN
Iowa,2020-04-17T23:30:52Z,42.0115,-93.2105,2332,64,1007,2268,19,88.98341787139607,21792,183,2.7444253859348198,831.5294349285863,7.847341337907376,2020-04-17,Apr,17,IA
Kansas,2020-04-17T23:30:52Z,38.5266,-96.7265,1730,82,NA,1648,20,70.94560235687032,16901,375,4.7398843930635834,693.0934251060493,21.67630057803468,2020-04-17,Apr,17,KS
Kentucky,2020-04-17T23:30:52Z,37.6681,-84.6701,2522,137,956,2385,21,73.67153886173675,29747,971,5.432196669310072,868.9560929897236,38.501189532117365,2020-04-17,Apr,17,KY
Louisiana,2020-04-17T23:30:52Z,31.1695,-91.8678,23118,1213,NA,21905,22,502.86409357213614,131987,1868,5.24699368457479,2870.9889747515153,8.08028376157107,2020-04-17,Apr,17,LA
Maine,2020-04-17T23:30:52Z,44.6939,-69.3819,827,29,352,798,23,70.44257014018667,14903,133,3.506650544135429,1269.4142960087086,16.08222490931076,2020-04-17,Apr,17,ME
Maryland,2020-04-17T23:30:52Z,39.0639,-76.8021,11572,334,736,11238,24,194.70549783917616,62009,2612,2.8862772208779814,1043.3367797709536,22.571724853093674,2020-04-17,Apr,17,MD
Massachusetts,2020-04-17T23:30:52Z,42.2302,-71.5301,34402,1245,NA,33157,25,501.21128732131547,148744,3729,3.6189756409511076,2167.0883007186135,10.839486076390907,2020-04-17,Apr,17,MA
